shelf_id,label,category,start_call_number,end_call_number,direction,map_x,map_y,map_width,map_height
8B,1층 꿈뜨락-아동-8B,아동,아동 219.2-2020-1-9,아동 219.2-2020-1-9,현장 조사 필요,12.5,34.5,11,11
